id,price_doc
30474,5339390.551287527
30475,8702391.957787318
30476,4770332.568101224
30477,6250178.332974972
30478,5385991.451562549
30479,9542231.507065753
30480,4512548.8497236995
30481,4269774.956395469
30482,4873462.626300209
30483,5673917.967089771
30484,6613712.362377531
30485,5263222.147969128
30486,4016788.2491613184
30487,4288402.704006134
30488,6578766.783798055
30489,5906317.692979541
30490,23047390.207869917
30491,17961527.582986515
30492,5948325.383691837
30493,12630497.297395587
30494,7551413.4332020795
30495,7823066.575582274
30496,7862171.315418934
30497,8436559.053124782
30498,4716143.786089737
30499,6765723.944931553
30500,11626029.864568887
30501,6400221.284839417
30502,3294472.881541975
30503,5170330.606915096
30504,6841752.773678679
30505,10890902.196378548
30506,2981617.3153000376
30507,5262348.255062035
30508,5560639.187924047
30509,7688151.059826515
30510,9471416.360130714
30511,5359535.11555509
30512,5460056.37447149
30513,4512548.8497236995
30514,3574312.99104448
30515,9889454.864140434
30516,6367438.622782482
30517,11230489.633039065
30518,7577324.023625713
30519,4956073.826897571
30520,6721828.706707405
30521,5415699.065825915
30522,7905485.397083988
30523,6412952.887812107
30524,12059736.438550664
30525,9347631.54674081
30526,5119760.172342381
30527,5131559.560947452
30528,6862567.188043185
30529,6096996.248963511
30530,6046812.9361407
30531,14647075.489239963
30532,4914783.600808971
30533,11514330.481926223
30534,7551813.972834118
30535,9711658.602088189
30536,5390861.156800935
30537,11160871.462022334
30538,4873849.107138388
30539,9292761.153028717
30540,9761541.755067311
30541,5316042.95371746
30542,2278029.4888733164
30543,5425079.195379287
30544,6277703.874148699
30545,8668813.878818106
30546,3999874.740464386
30547,11549150.248727104
30548,4549420.265100934
30549,5581551.940675946
30550,10179618.68259879
30551,5598152.105832127
30552,2152868.8633569153
30553,6767126.463008575
30554,8748846.067391546
30555,6439365.377726452
30556,9167935.548808008
30557,6545861.246462889
30558,8953340.883104509
30559,6971333.829967781
30560,6725732.22595771
30561,7473721.155501975
30562,13288981.536113504
30563,4517254.611894481
30564,7470242.142878187
30565,6885731.013292117
30566,7477792.61921051
30567,2243328.0934349536
30568,9289978.75457476
30569,8737904.235455854
30570,6542314.546874491
30571,8510032.281357551
30572,5266657.651755143
30573,6751205.281382571
30574,5458869.0147256
30575,7903871.857916046
30576,4084526.2317404477
30577,3543583.2999007795
30578,2977493.9950747173
30579,7338139.092052507
30580,3972091.2834723014
30581,5563698.089507456
30582,13360313.355700612
30583,7569042.3732681535
30584,3818335.698989299
30585,3504784.2594247693
30586,9518528.227634886
30587,5520522.734695463
30588,7272705.149792929
30589,8246125.144125689
30590,12524620.743465912
30591,6034660.72477532
30592,7520460.525737706
30593,7741062.255221103
30594,7741896.037652302
30595,6948901.125111308
30596,7073359.542704576
30597,6751205.281382571
30598,9714650.69171007
30599,10722893.513853785
30600,4981875.40493247
30601,6919197.289675673
30602,2114164.4303787095
30603,12422712.892969662
30604,4064110.1567898495
30605,6897052.624133762
30606,13996633.95480821
30607,5826066.132529727
30608,9917901.413316207
30609,5935159.474916326
30610,3253503.8491598004
30611,5576415.478545251
30612,5917452.047930614
30613,8885592.410719948
30614,19945400.377983447
30615,7124454.159650341
30616,5718253.619226
30617,10028741.277599508
30618,4893837.152224758
30619,4366295.617241114
30620,2812007.669169634
30621,10984099.950436888
30622,7256448.646324098
30623,5966044.467012256
30624,6642713.154926124
30625,7780638.61518129
30626,6353285.975720057
30627,7646443.112821736
30628,6635591.098958823
30629,5289747.340471656
30630,4693171.257017306
30631,6682363.760561673
30632,4289619.069165645
30633,5779065.029133443
30634,12740874.632242043
30635,9761541.755067311
30636,5597525.614102095
30637,9880766.363773871
30638,6658173.996612385
30639,6704056.631867142
30640,4638955.643515266
30641,8174416.008627117
30642,6923241.48496905
30643,7002166.435068851
30644,9714650.69171007
30645,7721719.575379307
30646,5806375.939604702
30647,5242256.903317926
30648,20702742.29871367
30649,2582714.2403932246
30650,4319866.045557944
30651,3013703.6247779327
30652,4596671.186162982
30653,8232579.030680852
30654,4805720.72648485
30655,12952490.811452981
30656,3832398.9876748505
30657,5657995.836940531
30658,9487452.35371397
30659,4914853.506468688
30660,8642214.558230996
30661,6370816.9706855165
30662,9163131.682912232
30663,18727748.314620696
30664,11929892.246847324
30665,5903024.802194666
30666,2758588.971536728
30667,4286470.86539394
30668,9616994.19736908
30669,5248915.33665351
30670,2665537.293562387
30671,7084826.013300166
30672,15006838.10698489
30673,9196802.061563129
30674,10002587.407999855
30675,2278029.4888733164
30676,6510871.465540567
30677,4736288.5549559025
30678,19450847.328560792
30679,5205322.505664933
30680,5335087.834592603
30681,2538862.177609041
30682,7922486.602783046
30683,10307699.197377745
30684,3526932.6548716375
30685,6471679.024804114
30686,10040195.741150497
30687,5264206.403479075
30688,5005054.942905393
30689,16224331.878376035
30690,21355503.13277643
30691,5175988.38093444
30692,6720507.528751892
30693,12948816.583083978
30694,4917086.115591721
30695,6735200.607644049
30696,6512872.66570478
30697,11001351.410524927
30698,8689454.129782896
30699,5750240.846626031
30700,5125597.903495637
30701,9714650.69171007
30702,5861914.452610674
30703,4121523.803095335
30704,12675950.62110438
30705,11112592.549155053
30706,21548286.372078773
30707,3664215.596454574
30708,13770779.938094022
30709,6224961.683088191
30710,7390743.642148998
30711,4923942.977071705
30712,4067872.018235607
30713,5695576.669875319
30714,6936653.661726176
30715,4097657.154323137
30716,10192810.858087437
30717,6230005.774075524
30718,6897504.994269659
30719,14817905.7688307
30720,5500339.958843457
30721,5834066.216907604
30722,8358948.3766660625
30723,6111032.9726795005
30724,12301013.087582888
30725,6920936.3275499325
30726,11514027.570729604
30727,9889454.864140434
30728,10989352.847267112
30729,3156825.13225084
30730,5269698.901550667
30731,6519812.05935414
30732,4025872.3896297365
30733,7960120.325495371
30734,6831901.865433643
30735,5988044.2253938485
30736,5988705.014743325
30737,4960351.144924881
30738,6672472.241533451
30739,3146318.758479927
30740,7355434.080620961
30741,12107986.744497165
30742,4363259.5597134875
30743,5272411.777274861
30744,10122468.686931724
30745,6810499.181362249
30746,6026002.178138524
30747,13071092.216939189
30748,16883116.152387727
30749,5877254.917530781
30750,6690348.1631251555
30751,3802835.9615034843
30752,8447694.800124222
30753,12155189.685691845
30754,4606030.104063614
30755,5001672.251529289
30756,7090912.469596491
30757,5840586.677824661
30758,10673559.685417622
30759,5832321.719685259
30760,4649492.7958405
30761,7986934.644526151
30762,6717718.591595451
30763,13051691.149115015
30764,6022011.713078359
30765,5523573.0150052
30766,4010730.8005168736
30767,10411774.049314238
30768,4514729.595074832
30769,6444766.573627133
30770,5886324.497997122
30771,3068317.2820937415
30772,9002792.51084187
30773,8185134.014605564
30774,5672190.502567358
30775,11527398.915780926
30776,5343585.245328518
30777,5959602.2698596
30778,9063946.2286277
30779,6542571.936114496
30780,7520906.69184311
30781,6661519.451564617
30782,5492276.820895146
30783,5331606.977589129
30784,3843455.0904982653
30785,4587681.500062002
30786,4418996.451430393
30787,6572758.599733296
30788,5302839.666868421
30789,6740497.618477652
30790,5335524.942388288
30791,10431895.18479453
30792,6998981.501860879
30793,12766175.768286632
30794,13242171.798404075
30795,8565581.987925468
30796,10308924.994562568
30797,15513420.750979032
30798,3081045.848415086
30799,9697933.2982916
30800,13761122.136904508
30801,6409724.9322871575
30802,18280473.05875064
30803,3428102.6172161098
30804,3745704.3384782257
30805,12928613.564161176
30806,6831901.865433643
30807,6319178.738944797
30808,11070759.585060954
30809,5282852.12630728
30810,11981142.794489505
30811,4234225.389253163
30812,5332081.591828409
30813,4402729.310716116
30814,2966575.286221939
30815,4249010.571563685
30816,9028656.97296758
30817,2114164.4303787095
30818,7876931.648653159
30819,7797880.645088584
30820,5328431.4178690715
30821,21861088.66115402
30822,9326045.162527239
30823,6928581.370483235
30824,3724429.6563592018
30825,4877954.423140772
30826,9371610.429097774
30827,5315989.253514171
30828,6482821.190685977
30829,4513953.576734301
30830,9822739.71295715
30831,5537122.505245248
30832,5516559.057650219
30833,5477157.216588813
30834,4083655.542244549
30835,8404271.685417442
30836,6542136.761183478
30837,5535926.549657307
30838,3645656.501802205
30839,6985984.870243099
30840,10641262.738350922
30841,10220370.096505078
30842,6859228.997663909
30843,6087009.856532664
30844,7640604.656632785
30845,10010348.886180976
30846,4472657.558752771
30847,4734321.841188714
30848,8762202.293821955
30849,4386870.83464316
30850,3999648.0961263035
30851,4722626.743915054
30852,6742369.429055867
30853,3619579.807597099
30854,6025388.869934663
30855,7898701.610853688
30856,8017126.290453442
30857,2631033.9468914177
30858,4574449.517703131
30859,5826515.422214351
30860,5914697.424054582
30861,9171442.970923053
30862,6781920.896535309
30863,5004922.726995642
30864,5416233.128078261
30865,9889999.48372525
30866,7112529.468238907
30867,6061185.419024562
30868,6590879.054185143
30869,5914659.5550377965
30870,3037720.509388142
30871,6542496.094263502
30872,4623778.078862392
30873,3726285.6831181273
30874,4954014.039445305
30875,7176887.671937639
30876,5268348.570177148
30877,9367825.408313232
30878,6014065.59428354
30879,9944226.397077212
30880,6474122.038228095
30881,2110807.255689992
30882,9468659.169237366
30883,3520877.546055211
